x-axis,1,2,3
+68.36000E-03,+1.47500002E+00,+2.59375000E+00,+2.66199994E+00
+68.38000E-03,+850.00002E-03,+2.37500000E+00,+2.06824994E+00
+68.40000E-03,+756.25002E-03,+1.68750000E+00,+1.09949994E+00
+68.42000E-03,+1.19375002E+00,+906.25000E-03,+568.24994E-03
+68.44000E-03,+1.94375002E+00,+656.25000E-03,+661.99994E-03
+68.46000E-03,+2.41250002E+00,+1.00000000E+00,+1.44324994E+00
+68.48000E-03,+2.44375002E+00,+1.75000000E+00,+2.31824994E+00
+68.50000E-03,+1.88125002E+00,+2.40625000E+00,+2.72449994E+00
+68.52000E-03,+1.16250002E+00,+2.59375000E+00,+2.44324994E+00
+68.54000E-03,+725.00002E-03,+2.09375000E+00,+1.66199994E+00
+68.56000E-03,+881.25002E-03,+1.31250000E+00,+818.24994E-03
+68.58000E-03,+1.56875002E+00,+750.00000E-03,+568.24994E-03
+68.60000E-03,+2.22500002E+00,+781.25000E-03,+974.49994E-03
+68.62000E-03,+2.47500002E+00,+1.34375000E+00,+1.84949994E+00
+68.64000E-03,+2.16250002E+00,+2.09375000E+00,+2.56824994E+00
+68.66000E-03,+1.47500002E+00,+2.56250000E+00,+2.69324994E+00
+68.68000E-03,+850.00002E-03,+2.37500000E+00,+2.09949994E+00
+68.70000E-03,+725.00002E-03,+1.68750000E+00,+1.16199994E+00
+68.72000E-03,+1.22500002E+00,+968.75000E-03,+599.49994E-03
+68.74000E-03,+2.03750002E+00,+718.75000E-03,+755.74994E-03
+68.76000E-03,+2.47500002E+00,+1.06250000E+00,+1.44324994E+00
+68.78000E-03,+2.38125002E+00,+1.84375000E+00,+2.31824994E+00
+68.80000E-03,+1.75625002E+00,+2.43750000E+00,+2.72449994E+00
+68.82000E-03,+1.03750002E+00,+2.50000000E+00,+2.34949994E+00
+68.84000E-03,+693.75002E-03,+1.96875000E+00,+1.50574994E+00
+68.86000E-03,+1.00625002E+00,+1.21875000E+00,+786.99994E-03
+68.88000E-03,+1.72500002E+00,+750.00000E-03,+599.49994E-03
+68.90000E-03,+2.35000002E+00,+906.25000E-03,+1.19324994E+00
+68.92000E-03,+2.47500002E+00,+1.56250000E+00,+2.09949994E+00
+68.94000E-03,+1.94375002E+00,+2.28125000E+00,+2.63074994E+00
+68.96000E-03,+1.22500002E+00,+2.50000000E+00,+2.50574994E+00
+68.98000E-03,+756.25002E-03,+2.18750000E+00,+1.78699994E+00
+69.00000E-03,+912.50002E-03,+1.40625000E+00,+943.24994E-03
+69.02000E-03,+1.53750002E+00,+843.75000E-03,+599.49994E-03
+69.04000E-03,+2.25625002E+00,+781.25000E-03,+1.03699994E+00
+69.06000E-03,+2.53750002E+00,+1.34375000E+00,+1.88074994E+00
+69.08000E-03,+2.10000002E+00,+2.09375000E+00,+2.53699994E+00
+69.10000E-03,+1.41250002E+00,+2.53125000E+00,+2.63074994E+00
+69.12000E-03,+787.50002E-03,+2.31250000E+00,+2.00574994E+00
+69.14000E-03,+787.50002E-03,+1.62500000E+00,+1.09949994E+00
+69.16000E-03,+1.35000002E+00,+968.75000E-03,+630.74994E-03
+69.18000E-03,+2.19375002E+00,+750.00000E-03,+880.74994E-03
+69.20000E-03,+2.50625002E+00,+1.25000000E+00,+1.66199994E+00
+69.22000E-03,+2.19375002E+00,+2.00000000E+00,+2.44324994E+00
+69.24000E-03,+1.47500002E+00,+2.46875000E+00,+2.59949994E+00
+69.26000E-03,+881.25002E-03,+2.34375000E+00,+2.09949994E+00
+69.28000E-03,+818.75002E-03,+1.71875000E+00,+1.22449994E+00
+69.30000E-03,+1.31875002E+00,+1.00000000E+00,+693.24994E-03
+69.32000E-03,+2.06875002E+00,+781.25000E-03,+849.49994E-03
+69.34000E-03,+2.50625002E+00,+1.15625000E+00,+1.59949994E+00
+69.36000E-03,+2.28750002E+00,+1.87500000E+00,+2.38074994E+00
+69.38000E-03,+1.53750002E+00,+2.43750000E+00,+2.56824994E+00
+69.40000E-03,+881.25002E-03,+2.37500000E+00,+2.13074994E+00
+69.42000E-03,+756.25002E-03,+1.78125000E+00,+1.34949994E+00
+69.44000E-03,+1.31875002E+00,+1.09375000E+00,+724.49994E-03
+69.46000E-03,+2.06875002E+00,+812.50000E-03,+818.24994E-03
+69.48000E-03,+2.50625002E+00,+1.15625000E+00,+1.53699994E+00
+69.50000E-03,+2.25625002E+00,+1.84375000E+00,+2.34949994E+00
+69.52000E-03,+1.53750002E+00,+2.37500000E+00,+2.63074994E+00
+69.54000E-03,+881.25002E-03,+2.34375000E+00,+2.13074994E+00
+69.56000E-03,+756.25002E-03,+1.78125000E+00,+1.31824994E+00
+69.58000E-03,+1.31875002E+00,+1.09375000E+00,+724.49994E-03
+69.60000E-03,+2.06875002E+00,+812.50000E-03,+849.49994E-03
+69.62000E-03,+2.50625002E+00,+1.18750000E+00,+1.59949994E+00
+69.64000E-03,+2.19375002E+00,+1.90625000E+00,+2.34949994E+00
+69.66000E-03,+1.47500002E+00,+2.40625000E+00,+2.56824994E+00
+69.68000E-03,+818.75002E-03,+2.31250000E+00,+2.06824994E+00
+69.70000E-03,+787.50002E-03,+1.71875000E+00,+1.25574994E+00
+69.72000E-03,+1.41250002E+00,+1.06250000E+00,+755.74994E-03
+69.74000E-03,+2.16250002E+00,+843.75000E-03,+943.24994E-03
+69.76000E-03,+2.47500002E+00,+1.25000000E+00,+1.69324994E+00
+69.78000E-03,+2.19375002E+00,+1.96875000E+00,+2.41199994E+00
+69.80000E-03,+1.35000002E+00,+2.40625000E+00,+2.53699994E+00
+69.82000E-03,+787.50002E-03,+2.25000000E+00,+1.94324994E+00
+69.84000E-03,+818.75002E-03,+1.62500000E+00,+1.13074994E+00
+69.86000E-03,+1.50625002E+00,+1.03125000E+00,+724.49994E-03
+69.88000E-03,+2.25625002E+00,+906.25000E-03,+1.03699994E+00
+69.90000E-03,+2.47500002E+00,+1.37500000E+00,+1.81824994E+00
+69.92000E-03,+2.03750002E+00,+2.06250000E+00,+2.47449994E+00
+69.94000E-03,+1.22500002E+00,+2.43750000E+00,+2.44324994E+00
+69.96000E-03,+693.75002E-03,+2.15625000E+00,+1.81824994E+00
+69.98000E-03,+943.75002E-03,+1.46875000E+00,+1.03699994E+00
+70.00000E-03,+1.72500002E+00,+968.75000E-03,+755.74994E-03
+70.02000E-03,+2.41250002E+00,+937.50000E-03,+1.19324994E+00
+70.04000E-03,+2.44375002E+00,+1.53125000E+00,+2.00574994E+00
+70.06000E-03,+1.78750002E+00,+2.21875000E+00,+2.47449994E+00
+70.08000E-03,+1.03750002E+00,+2.40625000E+00,+2.34949994E+00
+70.10000E-03,+725.00002E-03,+1.96875000E+00,+1.59949994E+00
+70.12000E-03,+1.13125002E+00,+1.28125000E+00,+880.74994E-03
+70.14000E-03,+1.91250002E+00,+875.00000E-03,+818.24994E-03
+70.16000E-03,+2.47500002E+00,+1.06250000E+00,+1.38074994E+00
+70.18000E-03,+2.28750002E+00,+1.71875000E+00,+2.19324994E+00
+70.20000E-03,+1.56875002E+00,+2.28125000E+00,+2.53699994E+00
+70.22000E-03,+818.75002E-03,+2.31250000E+00,+2.16199994E+00
+70.24000E-03,+756.25002E-03,+1.78125000E+00,+1.28699994E+00
+70.26000E-03,+1.35000002E+00,+1.12500000E+00,+755.74994E-03
+70.28000E-03,+2.16250002E+00,+906.25000E-03,+974.49994E-03
+70.30000E-03,+2.50625002E+00,+1.28125000E+00,+1.69324994E+00
+70.32000E-03,+2.06875002E+00,+1.96875000E+00,+2.41199994E+00
+70.34000E-03,+1.25625002E+00,+2.37500000E+00,+2.47449994E+00
+70.36000E-03,+725.00002E-03,+2.18750000E+00,+1.81824994E+00
+70.38000E-03,+943.75002E-03,+1.50000000E+00,+1.09949994E+00
+70.40000E-03,+1.72500002E+00,+968.75000E-03,+786.99994E-03
+70.42000E-03,+2.41250002E+00,+1.00000000E+00,+1.19324994E+00
+70.44000E-03,+2.44375002E+00,+1.53125000E+00,+2.03699994E+00
+70.46000E-03,+1.72500002E+00,+2.18750000E+00,+2.50574994E+00
+70.48000E-03,+943.75002E-03,+2.34375000E+00,+2.28699994E+00
+70.50000E-03,+725.00002E-03,+1.93750000E+00,+1.50574994E+00
+70.52000E-03,+1.22500002E+00,+1.25000000E+00,+911.99994E-03
+70.54000E-03,+2.10000002E+00,+906.25000E-03,+911.99994E-03
+70.56000E-03,+2.50625002E+00,+1.18750000E+00,+1.53699994E+00
+70.58000E-03,+2.13125002E+00,+1.84375000E+00,+2.28699994E+00
+70.60000E-03,+1.35000002E+00,+2.28125000E+00,+2.47449994E+00
+70.62000E-03,+725.00002E-03,+2.15625000E+00,+1.97449994E+00
+70.64000E-03,+881.25002E-03,+1.56250000E+00,+1.16199994E+00
+70.66000E-03,+1.66250002E+00,+1.06250000E+00,+786.99994E-03
+70.68000E-03,+2.35000002E+00,+968.75000E-03,+1.16199994E+00
+70.70000E-03,+2.41250002E+00,+1.50000000E+00,+1.94324994E+00
+70.72000E-03,+1.72500002E+00,+2.15625000E+00,+2.44324994E+00
+70.74000E-03,+1.00625002E+00,+2.28125000E+00,+2.25574994E+00
+70.76000E-03,+693.75002E-03,+1.87500000E+00,+1.50574994E+00
+70.78000E-03,+1.28750002E+00,+1.25000000E+00,+911.99994E-03
+70.80000E-03,+2.13125002E+00,+968.75000E-03,+943.24994E-03
+70.82000E-03,+2.53750002E+00,+1.18750000E+00,+1.59949994E+00
+70.84000E-03,+2.10000002E+00,+1.87500000E+00,+2.25574994E+00
+70.86000E-03,+1.28750002E+00,+2.31250000E+00,+2.41199994E+00
+70.88000E-03,+725.00002E-03,+2.15625000E+00,+1.84949994E+00
+70.90000E-03,+975.00002E-03,+1.50000000E+00,+1.13074994E+00
+70.92000E-03,+1.78750002E+00,+1.00000000E+00,+849.49994E-03
+70.94000E-03,+2.44375002E+00,+1.00000000E+00,+1.25574994E+00
+70.96000E-03,+2.35000002E+00,+1.56250000E+00,+2.06824994E+00
+70.98000E-03,+1.60000002E+00,+2.15625000E+00,+2.44324994E+00
+71.00000E-03,+850.00002E-03,+2.25000000E+00,+2.16199994E+00
+71.02000E-03,+787.50002E-03,+1.78125000E+00,+1.41199994E+00
+71.04000E-03,+1.47500002E+00,+1.18750000E+00,+880.74994E-03
+71.06000E-03,+2.28750002E+00,+968.75000E-03,+1.06824994E+00
+71.08000E-03,+2.47500002E+00,+1.40625000E+00,+1.75574994E+00
+71.10000E-03,+1.91250002E+00,+2.03125000E+00,+2.38074994E+00
+71.12000E-03,+1.10000002E+00,+2.28125000E+00,+2.31824994E+00
+71.14000E-03,+725.00002E-03,+2.00000000E+00,+1.66199994E+00
+71.16000E-03,+1.16250002E+00,+1.37500000E+00,+974.49994E-03
+71.18000E-03,+2.00625002E+00,+1.00000000E+00,+911.99994E-03
+71.20000E-03,+2.50625002E+00,+1.18750000E+00,+1.50574994E+00
+71.22000E-03,+2.16250002E+00,+1.78125000E+00,+2.22449994E+00
+71.24000E-03,+1.31875002E+00,+2.21875000E+00,+2.41199994E+00
+71.26000E-03,+756.25002E-03,+2.15625000E+00,+1.91199994E+00
+71.28000E-03,+975.00002E-03,+1.56250000E+00,+1.09949994E+00
+71.30000E-03,+1.81875002E+00,+1.06250000E+00,+818.24994E-03
+71.32000E-03,+2.44375002E+00,+1.09375000E+00,+1.31824994E+00
+71.34000E-03,+2.35000002E+00,+1.62500000E+00,+2.06824994E+00
+71.36000E-03,+1.50625002E+00,+2.18750000E+00,+2.41199994E+00
+71.38000E-03,+787.50002E-03,+2.21875000E+00,+2.09949994E+00
+71.40000E-03,+850.00002E-03,+1.75000000E+00,+1.28699994E+00
+71.42000E-03,+1.63125002E+00,+1.12500000E+00,+880.74994E-03
+71.44000E-03,+2.38125002E+00,+1.03125000E+00,+1.13074994E+00
+71.46000E-03,+2.44375002E+00,+1.50000000E+00,+1.88074994E+00
+71.48000E-03,+1.72500002E+00,+2.09375000E+00,+2.38074994E+00
+71.50000E-03,+912.50002E-03,+2.28125000E+00,+2.19324994E+00
+71.52000E-03,+756.25002E-03,+1.87500000E+00,+1.44324994E+00
+71.54000E-03,+1.44375002E+00,+1.21875000E+00,+943.24994E-03
+71.56000E-03,+2.25625002E+00,+1.00000000E+00,+1.03699994E+00
+71.58000E-03,+2.47500002E+00,+1.34375000E+00,+1.75574994E+00
+71.60000E-03,+1.88125002E+00,+2.00000000E+00,+2.34949994E+00
+71.62000E-03,+1.00625002E+00,+2.28125000E+00,+2.25574994E+00
+71.64000E-03,+693.75002E-03,+1.93750000E+00,+1.59949994E+00
+71.66000E-03,+1.35000002E+00,+1.34375000E+00,+1.00574994E+00
+71.68000E-03,+2.16250002E+00,+968.75000E-03,+1.03699994E+00
+71.70000E-03,+2.50625002E+00,+1.28125000E+00,+1.63074994E+00
+71.72000E-03,+1.97500002E+00,+1.87500000E+00,+2.28699994E+00
+71.74000E-03,+1.16250002E+00,+2.21875000E+00,+2.31824994E+00
+71.76000E-03,+756.25002E-03,+2.03125000E+00,+1.75574994E+00
+71.78000E-03,+1.19375002E+00,+1.43750000E+00,+1.03699994E+00
+71.80000E-03,+2.06875002E+00,+1.00000000E+00,+943.24994E-03
+71.82000E-03,+2.50625002E+00,+1.21875000E+00,+1.56824994E+00
+71.84000E-03,+2.03750002E+00,+1.84375000E+00,+2.25574994E+00
+71.86000E-03,+1.19375002E+00,+2.25000000E+00,+2.31824994E+00
+71.88000E-03,+693.75002E-03,+2.09375000E+00,+1.75574994E+00
+71.90000E-03,+1.13125002E+00,+1.46875000E+00,+1.06824994E+00
+71.92000E-03,+2.00625002E+00,+1.03125000E+00,+943.24994E-03
+71.94000E-03,+2.50625002E+00,+1.21875000E+00,+1.47449994E+00
+71.96000E-03,+2.16250002E+00,+1.78125000E+00,+2.16199994E+00
+71.98000E-03,+1.25625002E+00,+2.21875000E+00,+2.31824994E+00
+72.00000E-03,+756.25002E-03,+2.09375000E+00,+1.81824994E+00
+72.02000E-03,+1.10000002E+00,+1.50000000E+00,+1.09949994E+00
+72.04000E-03,+1.94375002E+00,+1.03125000E+00,+911.99994E-03
+72.06000E-03,+2.50625002E+00,+1.18750000E+00,+1.44324994E+00
+72.08000E-03,+2.16250002E+00,+1.75000000E+00,+2.16199994E+00
+72.10000E-03,+1.25625002E+00,+2.18750000E+00,+2.34949994E+00
+72.12000E-03,+756.25002E-03,+2.06250000E+00,+1.84949994E+00
+72.14000E-03,+1.03750002E+00,+1.53125000E+00,+1.16199994E+00
+72.16000E-03,+1.91250002E+00,+1.06250000E+00,+943.24994E-03
+72.18000E-03,+2.47500002E+00,+1.18750000E+00,+1.44324994E+00
+72.20000E-03,+2.13125002E+00,+1.71875000E+00,+2.13074994E+00
+72.22000E-03,+1.28750002E+00,+2.21875000E+00,+2.31824994E+00
+72.24000E-03,+756.25002E-03,+2.09375000E+00,+1.84949994E+00
+72.26000E-03,+1.10000002E+00,+1.50000000E+00,+1.16199994E+00
+72.28000E-03,+1.97500002E+00,+1.09375000E+00,+974.49994E-03
+72.30000E-03,+2.47500002E+00,+1.18750000E+00,+1.47449994E+00
+72.32000E-03,+2.10000002E+00,+1.75000000E+00,+2.16199994E+00
+72.34000E-03,+1.22500002E+00,+2.18750000E+00,+2.31824994E+00
+72.36000E-03,+725.00002E-03,+2.03125000E+00,+1.81824994E+00
+72.38000E-03,+1.10000002E+00,+1.50000000E+00,+1.13074994E+00
+72.40000E-03,+2.06875002E+00,+1.06250000E+00,+974.49994E-03
+72.42000E-03,+2.50625002E+00,+1.21875000E+00,+1.50574994E+00
+72.44000E-03,+2.06875002E+00,+1.78125000E+00,+2.16199994E+00
+72.46000E-03,+1.16250002E+00,+2.21875000E+00,+2.31824994E+00
+72.48000E-03,+725.00002E-03,+2.00000000E+00,+1.75574994E+00
+72.50000E-03,+1.19375002E+00,+1.46875000E+00,+1.09949994E+00
+72.52000E-03,+2.10000002E+00,+1.06250000E+00,+1.00574994E+00
+72.54000E-03,+2.50625002E+00,+1.25000000E+00,+1.56824994E+00
+72.56000E-03,+2.03750002E+00,+1.78125000E+00,+2.22449994E+00
+72.58000E-03,+1.13125002E+00,+2.18750000E+00,+2.22449994E+00
+72.60000E-03,+662.50002E-03,+2.00000000E+00,+1.66199994E+00
+72.62000E-03,+1.25625002E+00,+1.37500000E+00,+1.09949994E+00
+72.64000E-03,+2.19375002E+00,+1.06250000E+00,+1.03699994E+00
+72.66000E-03,+2.47500002E+00,+1.34375000E+00,+1.63074994E+00
+72.68000E-03,+1.85000002E+00,+1.90625000E+00,+2.25574994E+00
+72.70000E-03,+975.00002E-03,+2.18750000E+00,+2.22449994E+00
+72.72000E-03,+756.25002E-03,+1.90625000E+00,+1.53699994E+00
+72.74000E-03,+1.41250002E+00,+1.31250000E+00,+1.03699994E+00
+72.76000E-03,+2.31875002E+00,+1.09375000E+00,+1.13074994E+00
+72.78000E-03,+2.41250002E+00,+1.40625000E+00,+1.78699994E+00
+72.80000E-03,+1.72500002E+00,+1.93750000E+00,+2.31824994E+00
+72.82000E-03,+881.25002E-03,+2.15625000E+00,+2.09949994E+00
+72.84000E-03,+818.75002E-03,+1.81250000E+00,+1.44324994E+00
+72.86000E-03,+1.60000002E+00,+1.21875000E+00,+974.49994E-03
+72.88000E-03,+2.38125002E+00,+1.12500000E+00,+1.22449994E+00
+72.90000E-03,+2.35000002E+00,+1.50000000E+00,+1.91199994E+00
+72.92000E-03,+1.53750002E+00,+2.06250000E+00,+2.28699994E+00
+72.94000E-03,+787.50002E-03,+2.12500000E+00,+2.00574994E+00
+72.96000E-03,+912.50002E-03,+1.65625000E+00,+1.34949994E+00
+72.98000E-03,+1.81875002E+00,+1.15625000E+00,+1.00574994E+00
+73.00000E-03,+2.41250002E+00,+1.15625000E+00,+1.34949994E+00
+73.02000E-03,+2.22500002E+00,+1.62500000E+00,+2.03699994E+00
+73.04000E-03,+1.35000002E+00,+2.12500000E+00,+2.28699994E+00
+73.06000E-03,+725.00002E-03,+2.09375000E+00,+1.88074994E+00
+73.08000E-03,+1.06875002E+00,+1.53125000E+00,+1.16199994E+00
+73.10000E-03,+2.00625002E+00,+1.12500000E+00,+1.03699994E+00
+73.12000E-03,+2.50625002E+00,+1.25000000E+00,+1.50574994E+00
+73.14000E-03,+2.03750002E+00,+1.78125000E+00,+2.16199994E+00
+73.16000E-03,+1.13125002E+00,+2.15625000E+00,+2.22449994E+00
+73.18000E-03,+693.75002E-03,+2.00000000E+00,+1.69324994E+00
+73.20000E-03,+1.31875002E+00,+1.40625000E+00,+1.06824994E+00
+73.22000E-03,+2.22500002E+00,+1.09375000E+00,+1.09949994E+00
+73.24000E-03,+2.47500002E+00,+1.37500000E+00,+1.69324994E+00
+73.26000E-03,+1.78750002E+00,+1.87500000E+00,+2.25574994E+00
+73.28000E-03,+881.25002E-03,+2.12500000E+00,+2.13074994E+00
+73.30000E-03,+818.75002E-03,+1.81250000E+00,+1.47449994E+00
+73.32000E-03,+1.63125002E+00,+1.25000000E+00,+1.03699994E+00
+73.34000E-03,+2.38125002E+00,+1.15625000E+00,+1.25574994E+00
+73.36000E-03,+2.35000002E+00,+1.53125000E+00,+1.91199994E+00
+73.38000E-03,+1.47500002E+00,+2.06250000E+00,+2.25574994E+00
+73.40000E-03,+756.25002E-03,+2.09375000E+00,+1.97449994E+00
+73.42000E-03,+975.00002E-03,+1.62500000E+00,+1.28699994E+00
+73.44000E-03,+1.91250002E+00,+1.18750000E+00,+1.03699994E+00
+73.46000E-03,+2.50625002E+00,+1.18750000E+00,+1.44324994E+00
+73.48000E-03,+2.13125002E+00,+1.71875000E+00,+2.06824994E+00
+73.50000E-03,+1.16250002E+00,+2.12500000E+00,+2.22449994E+00
+73.52000E-03,+693.75002E-03,+2.00000000E+00,+1.72449994E+00
+73.54000E-03,+1.25625002E+00,+1.46875000E+00,+1.13074994E+00
+73.56000E-03,+2.19375002E+00,+1.15625000E+00,+1.09949994E+00
+73.58000E-03,+2.47500002E+00,+1.37500000E+00,+1.69324994E+00
+73.60000E-03,+1.81875002E+00,+1.87500000E+00,+2.19324994E+00
+73.62000E-03,+912.50002E-03,+2.12500000E+00,+2.09949994E+00
+73.64000E-03,+818.75002E-03,+1.81250000E+00,+1.47449994E+00
+73.66000E-03,+1.66250002E+00,+1.31250000E+00,+1.09949994E+00
+73.68000E-03,+2.41250002E+00,+1.15625000E+00,+1.25574994E+00
+73.70000E-03,+2.28750002E+00,+1.56250000E+00,+1.91199994E+00
+73.72000E-03,+1.38125002E+00,+2.03125000E+00,+2.28699994E+00
+73.74000E-03,+725.00002E-03,+2.09375000E+00,+1.94324994E+00
+73.76000E-03,+1.10000002E+00,+1.59375000E+00,+1.25574994E+00
+73.78000E-03,+2.00625002E+00,+1.15625000E+00,+1.06824994E+00
+73.80000E-03,+2.53750002E+00,+1.28125000E+00,+1.50574994E+00
+73.82000E-03,+1.94375002E+00,+1.78125000E+00,+2.13074994E+00
+73.84000E-03,+1.03750002E+00,+2.12500000E+00,+2.19324994E+00
+73.86000E-03,+787.50002E-03,+1.93750000E+00,+1.63074994E+00
+73.88000E-03,+1.44375002E+00,+1.37500000E+00,+1.03699994E+00
+73.90000E-03,+2.31875002E+00,+1.12500000E+00,+1.16199994E+00
+73.92000E-03,+2.38125002E+00,+1.46875000E+00,+1.81824994E+00
+73.94000E-03,+1.53750002E+00,+2.00000000E+00,+2.25574994E+00
+73.96000E-03,+756.25002E-03,+2.12500000E+00,+1.97449994E+00
+73.98000E-03,+975.00002E-03,+1.68750000E+00,+1.34949994E+00
+74.00000E-03,+1.88125002E+00,+1.21875000E+00,+1.00574994E+00
+74.02000E-03,+2.53750002E+00,+1.21875000E+00,+1.41199994E+00
+74.04000E-03,+2.03750002E+00,+1.75000000E+00,+2.09949994E+00
+74.06000E-03,+1.13125002E+00,+2.09375000E+00,+2.22449994E+00
+74.08000E-03,+756.25002E-03,+1.93750000E+00,+1.72449994E+00
+74.10000E-03,+1.35000002E+00,+1.43750000E+00,+1.13074994E+00
+74.12000E-03,+2.25625002E+00,+1.12500000E+00,+1.16199994E+00
+74.14000E-03,+2.41250002E+00,+1.40625000E+00,+1.75574994E+00
+74.16000E-03,+1.60000002E+00,+1.93750000E+00,+2.25574994E+00
+74.18000E-03,+787.50002E-03,+2.06250000E+00,+2.00574994E+00
+74.20000E-03,+912.50002E-03,+1.68750000E+00,+1.34949994E+00
+74.22000E-03,+1.88125002E+00,+1.21875000E+00,+1.03699994E+00
+74.24000E-03,+2.47500002E+00,+1.18750000E+00,+1.41199994E+00
+74.26000E-03,+2.10000002E+00,+1.68750000E+00,+2.06824994E+00
+74.28000E-03,+1.16250002E+00,+2.09375000E+00,+2.19324994E+00
+74.30000E-03,+725.00002E-03,+1.93750000E+00,+1.72449994E+00
+74.32000E-03,+1.38125002E+00,+1.46875000E+00,+1.13074994E+00
+74.34000E-03,+2.31875002E+00,+1.15625000E+00,+1.16199994E+00
+74.36000E-03,+2.44375002E+00,+1.40625000E+00,+1.75574994E+00
+74.38000E-03,+1.60000002E+00,+1.93750000E+00,+2.22449994E+00
+74.40000E-03,+756.25002E-03,+2.09375000E+00,+2.00574994E+00
+74.42000E-03,+943.75002E-03,+1.68750000E+00,+1.34949994E+00
+74.44000E-03,+1.91250002E+00,+1.25000000E+00,+1.06824994E+00
+74.46000E-03,+2.47500002E+00,+1.21875000E+00,+1.47449994E+00
+74.48000E-03,+2.03750002E+00,+1.68750000E+00,+2.06824994E+00
+74.50000E-03,+1.06875002E+00,+2.12500000E+00,+2.19324994E+00
+74.52000E-03,+725.00002E-03,+1.90625000E+00,+1.63074994E+00
+74.54000E-03,+1.44375002E+00,+1.40625000E+00,+1.13074994E+00
+74.56000E-03,+2.35000002E+00,+1.18750000E+00,+1.22449994E+00
+74.58000E-03,+2.38125002E+00,+1.50000000E+00,+1.81824994E+00
+74.60000E-03,+1.50625002E+00,+1.96875000E+00,+2.19324994E+00
+74.62000E-03,+756.25002E-03,+2.06250000E+00,+1.91199994E+00
+74.64000E-03,+1.06875002E+00,+1.62500000E+00,+1.28699994E+00
+74.66000E-03,+2.06875002E+00,+1.18750000E+00,+1.09949994E+00
+74.68000E-03,+2.47500002E+00,+1.28125000E+00,+1.56824994E+00
+74.70000E-03,+1.91250002E+00,+1.78125000E+00,+2.13074994E+00
+74.72000E-03,+975.00002E-03,+2.09375000E+00,+2.09949994E+00
+74.74000E-03,+787.50002E-03,+1.84375000E+00,+1.53699994E+00
+74.76000E-03,+1.63125002E+00,+1.34375000E+00,+1.06824994E+00
+74.78000E-03,+2.41250002E+00,+1.18750000E+00,+1.31824994E+00
+74.80000E-03,+2.25625002E+00,+1.59375000E+00,+1.97449994E+00
+74.82000E-03,+1.28750002E+00,+2.03125000E+00,+2.19324994E+00
+74.84000E-03,+725.00002E-03,+2.00000000E+00,+1.78699994E+00
+74.86000E-03,+1.25625002E+00,+1.50000000E+00,+1.19324994E+00
+74.88000E-03,+2.22500002E+00,+1.21875000E+00,+1.13074994E+00
+74.90000E-03,+2.47500002E+00,+1.43750000E+00,+1.72449994E+00
+74.92000E-03,+1.63125002E+00,+1.93750000E+00,+2.16199994E+00
+74.94000E-03,+787.50002E-03,+2.06250000E+00,+2.00574994E+00
+74.96000E-03,+975.00002E-03,+1.68750000E+00,+1.34949994E+00
+74.98000E-03,+1.91250002E+00,+1.28125000E+00,+1.06824994E+00
+75.00000E-03,+2.50625002E+00,+1.25000000E+00,+1.47449994E+00
