x-axis,1,2,3
+75.02000E-03,+2.00625002E+00,+1.71875000E+00,+2.06824994E+00
+75.04000E-03,+1.06875002E+00,+2.09375000E+00,+2.16199994E+00
+75.06000E-03,+756.25002E-03,+1.84375000E+00,+1.59949994E+00
+75.08000E-03,+1.53750002E+00,+1.40625000E+00,+1.09949994E+00
+75.10000E-03,+2.41250002E+00,+1.18750000E+00,+1.28699994E+00
+75.12000E-03,+2.25625002E+00,+1.53125000E+00,+1.91199994E+00
+75.14000E-03,+1.35000002E+00,+2.00000000E+00,+2.19324994E+00
+75.16000E-03,+725.00002E-03,+1.96875000E+00,+1.78699994E+00
+75.18000E-03,+1.22500002E+00,+1.56250000E+00,+1.19324994E+00
+75.20000E-03,+2.19375002E+00,+1.15625000E+00,+1.13074994E+00
+75.22000E-03,+2.44375002E+00,+1.40625000E+00,+1.69324994E+00
+75.24000E-03,+1.66250002E+00,+1.87500000E+00,+2.16199994E+00
+75.26000E-03,+818.75002E-03,+2.06250000E+00,+1.97449994E+00
+75.28000E-03,+943.75002E-03,+1.68750000E+00,+1.38074994E+00
+75.30000E-03,+1.94375002E+00,+1.28125000E+00,+1.09949994E+00
+75.32000E-03,+2.50625002E+00,+1.28125000E+00,+1.50574994E+00
+75.34000E-03,+1.91250002E+00,+1.78125000E+00,+2.09949994E+00
+75.36000E-03,+943.75002E-03,+2.09375000E+00,+2.09949994E+00
+75.38000E-03,+787.50002E-03,+1.81250000E+00,+1.53699994E+00
+75.40000E-03,+1.69375002E+00,+1.34375000E+00,+1.09949994E+00
+75.42000E-03,+2.44375002E+00,+1.25000000E+00,+1.31824994E+00
+75.44000E-03,+2.19375002E+00,+1.56250000E+00,+1.97449994E+00
+75.46000E-03,+1.19375002E+00,+2.03125000E+00,+2.19324994E+00
+75.48000E-03,+756.25002E-03,+1.96875000E+00,+1.72449994E+00
+75.50000E-03,+1.38125002E+00,+1.43750000E+00,+1.16199994E+00
+75.52000E-03,+2.31875002E+00,+1.21875000E+00,+1.19324994E+00
+75.54000E-03,+2.38125002E+00,+1.46875000E+00,+1.78699994E+00
+75.56000E-03,+1.47500002E+00,+1.96875000E+00,+2.16199994E+00
+75.58000E-03,+725.00002E-03,+2.03125000E+00,+1.88074994E+00
+75.60000E-03,+1.13125002E+00,+1.59375000E+00,+1.25574994E+00
+75.62000E-03,+2.16250002E+00,+1.25000000E+00,+1.16199994E+00
+75.64000E-03,+2.47500002E+00,+1.40625000E+00,+1.66199994E+00
+75.66000E-03,+1.72500002E+00,+1.87500000E+00,+2.16199994E+00
+75.68000E-03,+818.75002E-03,+2.03125000E+00,+2.00574994E+00
+75.70000E-03,+943.75002E-03,+1.71875000E+00,+1.38074994E+00
+75.72000E-03,+1.94375002E+00,+1.25000000E+00,+1.09949994E+00
+75.74000E-03,+2.53750002E+00,+1.31250000E+00,+1.50574994E+00
+75.76000E-03,+1.91250002E+00,+1.75000000E+00,+2.06824994E+00
+75.78000E-03,+943.75002E-03,+2.06250000E+00,+2.09949994E+00
+75.80000E-03,+850.00002E-03,+1.78125000E+00,+1.50574994E+00
+75.82000E-03,+1.69375002E+00,+1.34375000E+00,+1.06824994E+00
+75.84000E-03,+2.44375002E+00,+1.25000000E+00,+1.38074994E+00
+75.86000E-03,+2.06875002E+00,+1.65625000E+00,+2.00574994E+00
+75.88000E-03,+1.10000002E+00,+2.03125000E+00,+2.09949994E+00
+75.90000E-03,+725.00002E-03,+1.90625000E+00,+1.66199994E+00
+75.92000E-03,+1.53750002E+00,+1.40625000E+00,+1.13074994E+00
+75.94000E-03,+2.41250002E+00,+1.21875000E+00,+1.28699994E+00
+75.96000E-03,+2.25625002E+00,+1.53125000E+00,+1.88074994E+00
+75.98000E-03,+1.31875002E+00,+1.96875000E+00,+2.13074994E+00
+76.00000E-03,+693.75002E-03,+1.96875000E+00,+1.75574994E+00
+76.02000E-03,+1.31875002E+00,+1.50000000E+00,+1.19324994E+00
+76.04000E-03,+2.28750002E+00,+1.21875000E+00,+1.19324994E+00
+76.06000E-03,+2.35000002E+00,+1.46875000E+00,+1.78699994E+00
+76.08000E-03,+1.44375002E+00,+1.93750000E+00,+2.16199994E+00
+76.10000E-03,+725.00002E-03,+2.00000000E+00,+1.88074994E+00
+76.12000E-03,+1.16250002E+00,+1.59375000E+00,+1.25574994E+00
+76.14000E-03,+2.16250002E+00,+1.21875000E+00,+1.19324994E+00
+76.16000E-03,+2.44375002E+00,+1.40625000E+00,+1.72449994E+00
+76.18000E-03,+1.60000002E+00,+1.90625000E+00,+2.16199994E+00
+76.20000E-03,+787.50002E-03,+2.00000000E+00,+1.94324994E+00
+76.22000E-03,+1.06875002E+00,+1.62500000E+00,+1.34949994E+00
+76.24000E-03,+2.06875002E+00,+1.25000000E+00,+1.13074994E+00
+76.26000E-03,+2.47500002E+00,+1.34375000E+00,+1.59949994E+00
+76.28000E-03,+1.75625002E+00,+1.81250000E+00,+2.13074994E+00
+76.30000E-03,+881.25002E-03,+2.06250000E+00,+2.03699994E+00
+76.32000E-03,+975.00002E-03,+1.75000000E+00,+1.38074994E+00
+76.34000E-03,+1.91250002E+00,+1.31250000E+00,+1.13074994E+00
+76.36000E-03,+2.50625002E+00,+1.31250000E+00,+1.53699994E+00
+76.38000E-03,+1.88125002E+00,+1.78125000E+00,+2.03699994E+00
+76.40000E-03,+881.25002E-03,+2.03125000E+00,+2.03699994E+00
+76.42000E-03,+850.00002E-03,+1.75000000E+00,+1.47449994E+00
+76.44000E-03,+1.81875002E+00,+1.34375000E+00,+1.13074994E+00
+76.46000E-03,+2.53750002E+00,+1.25000000E+00,+1.47449994E+00
+76.48000E-03,+1.97500002E+00,+1.71875000E+00,+2.03699994E+00
+76.50000E-03,+943.75002E-03,+2.06250000E+00,+2.06824994E+00
+76.52000E-03,+818.75002E-03,+1.78125000E+00,+1.53699994E+00
+76.54000E-03,+1.75625002E+00,+1.34375000E+00,+1.16199994E+00
+76.56000E-03,+2.50625002E+00,+1.28125000E+00,+1.44324994E+00
+76.58000E-03,+2.10000002E+00,+1.65625000E+00,+2.03699994E+00
+76.60000E-03,+1.00625002E+00,+2.00000000E+00,+2.06824994E+00
+76.62000E-03,+787.50002E-03,+1.84375000E+00,+1.59949994E+00
+76.64000E-03,+1.63125002E+00,+1.37500000E+00,+1.16199994E+00
+76.66000E-03,+2.47500002E+00,+1.25000000E+00,+1.38074994E+00
+76.68000E-03,+2.10000002E+00,+1.62500000E+00,+1.97449994E+00
+76.70000E-03,+1.10000002E+00,+2.00000000E+00,+2.13074994E+00
+76.72000E-03,+725.00002E-03,+1.90625000E+00,+1.59949994E+00
+76.74000E-03,+1.56875002E+00,+1.43750000E+00,+1.16199994E+00
+76.76000E-03,+2.44375002E+00,+1.25000000E+00,+1.34949994E+00
+76.78000E-03,+2.22500002E+00,+1.59375000E+00,+1.94324994E+00
+76.80000E-03,+1.13125002E+00,+2.00000000E+00,+2.13074994E+00
+76.82000E-03,+756.25002E-03,+1.90625000E+00,+1.69324994E+00
+76.84000E-03,+1.50625002E+00,+1.43750000E+00,+1.19324994E+00
+76.86000E-03,+2.44375002E+00,+1.25000000E+00,+1.31824994E+00
+76.88000E-03,+2.22500002E+00,+1.56250000E+00,+1.88074994E+00
+76.90000E-03,+1.16250002E+00,+2.00000000E+00,+2.16199994E+00
+76.92000E-03,+725.00002E-03,+1.90625000E+00,+1.69324994E+00
+76.94000E-03,+1.50625002E+00,+1.43750000E+00,+1.22449994E+00
+76.96000E-03,+2.41250002E+00,+1.25000000E+00,+1.28699994E+00
+76.98000E-03,+2.22500002E+00,+1.56250000E+00,+1.88074994E+00
+77.00000E-03,+1.22500002E+00,+1.96875000E+00,+2.09949994E+00
+77.02000E-03,+725.00002E-03,+1.90625000E+00,+1.72449994E+00
+77.04000E-03,+1.47500002E+00,+1.46875000E+00,+1.22449994E+00
+77.06000E-03,+2.41250002E+00,+1.25000000E+00,+1.28699994E+00
+77.08000E-03,+2.22500002E+00,+1.59375000E+00,+1.88074994E+00
+77.10000E-03,+1.19375002E+00,+1.93750000E+00,+2.13074994E+00
+77.12000E-03,+725.00002E-03,+1.93750000E+00,+1.69324994E+00
+77.14000E-03,+1.44375002E+00,+1.43750000E+00,+1.19324994E+00
+77.16000E-03,+2.41250002E+00,+1.25000000E+00,+1.25574994E+00
+77.18000E-03,+2.22500002E+00,+1.56250000E+00,+1.88074994E+00
+77.20000E-03,+1.22500002E+00,+1.93750000E+00,+2.09949994E+00
+77.22000E-03,+756.25002E-03,+1.90625000E+00,+1.72449994E+00
+77.24000E-03,+1.44375002E+00,+1.50000000E+00,+1.19324994E+00
+77.26000E-03,+2.41250002E+00,+1.25000000E+00,+1.31824994E+00
+77.28000E-03,+2.22500002E+00,+1.56250000E+00,+1.88074994E+00
+77.30000E-03,+1.16250002E+00,+1.96875000E+00,+2.16199994E+00
+77.32000E-03,+725.00002E-03,+1.90625000E+00,+1.69324994E+00
+77.34000E-03,+1.47500002E+00,+1.43750000E+00,+1.19324994E+00
+77.36000E-03,+2.38125002E+00,+1.25000000E+00,+1.34949994E+00
+77.38000E-03,+2.19375002E+00,+1.56250000E+00,+1.88074994E+00
+77.40000E-03,+1.16250002E+00,+1.96875000E+00,+2.13074994E+00
+77.42000E-03,+756.25002E-03,+1.90625000E+00,+1.69324994E+00
+77.44000E-03,+1.53750002E+00,+1.43750000E+00,+1.16199994E+00
+77.46000E-03,+2.44375002E+00,+1.25000000E+00,+1.34949994E+00
+77.48000E-03,+2.19375002E+00,+1.56250000E+00,+1.91199994E+00
+77.50000E-03,+1.13125002E+00,+2.00000000E+00,+2.09949994E+00
+77.52000E-03,+756.25002E-03,+1.84375000E+00,+1.66199994E+00
+77.54000E-03,+1.66250002E+00,+1.43750000E+00,+1.19324994E+00
+77.56000E-03,+2.44375002E+00,+1.28125000E+00,+1.38074994E+00
+77.58000E-03,+2.13125002E+00,+1.65625000E+00,+2.00574994E+00
+77.60000E-03,+1.03750002E+00,+1.96875000E+00,+2.09949994E+00
+77.62000E-03,+787.50002E-03,+1.84375000E+00,+1.56824994E+00
+77.64000E-03,+1.66250002E+00,+1.37500000E+00,+1.19324994E+00
+77.66000E-03,+2.47500002E+00,+1.31250000E+00,+1.44324994E+00
+77.68000E-03,+2.06875002E+00,+1.65625000E+00,+1.97449994E+00
+77.70000E-03,+1.00625002E+00,+2.00000000E+00,+2.09949994E+00
+77.72000E-03,+818.75002E-03,+1.81250000E+00,+1.53699994E+00
+77.74000E-03,+1.75625002E+00,+1.34375000E+00,+1.13074994E+00
+77.76000E-03,+2.50625002E+00,+1.28125000E+00,+1.44324994E+00
+77.78000E-03,+1.97500002E+00,+1.71875000E+00,+1.97449994E+00
+77.80000E-03,+912.50002E-03,+2.00000000E+00,+2.00574994E+00
+77.82000E-03,+881.25002E-03,+1.78125000E+00,+1.50574994E+00
+77.84000E-03,+1.88125002E+00,+1.37500000E+00,+1.19324994E+00
+77.86000E-03,+2.50625002E+00,+1.31250000E+00,+1.50574994E+00
+77.88000E-03,+1.88125002E+00,+1.75000000E+00,+2.03699994E+00
+77.90000E-03,+850.00002E-03,+2.00000000E+00,+2.00574994E+00
+77.92000E-03,+975.00002E-03,+1.68750000E+00,+1.44324994E+00
+77.94000E-03,+1.97500002E+00,+1.31250000E+00,+1.19324994E+00
+77.96000E-03,+2.44375002E+00,+1.37500000E+00,+1.59949994E+00
+77.98000E-03,+1.72500002E+00,+1.78125000E+00,+2.06824994E+00
+78.00000E-03,+787.50002E-03,+2.00000000E+00,+1.94324994E+00
+78.02000E-03,+1.00625002E+00,+1.62500000E+00,+1.41199994E+00
+78.04000E-03,+2.13125002E+00,+1.28125000E+00,+1.22449994E+00
+78.06000E-03,+2.47500002E+00,+1.43750000E+00,+1.66199994E+00
+78.08000E-03,+1.56875002E+00,+1.84375000E+00,+2.06824994E+00
+78.10000E-03,+756.25002E-03,+1.96875000E+00,+1.88074994E+00
+78.12000E-03,+1.13125002E+00,+1.56250000E+00,+1.31824994E+00
+78.14000E-03,+2.25625002E+00,+1.25000000E+00,+1.22449994E+00
+78.16000E-03,+2.41250002E+00,+1.46875000E+00,+1.72449994E+00
+78.18000E-03,+1.44375002E+00,+1.90625000E+00,+2.13074994E+00
+78.20000E-03,+756.25002E-03,+1.93750000E+00,+1.81824994E+00
+78.22000E-03,+1.28750002E+00,+1.53125000E+00,+1.28699994E+00
+78.24000E-03,+2.35000002E+00,+1.28125000E+00,+1.28699994E+00
+78.26000E-03,+2.31875002E+00,+1.50000000E+00,+1.81824994E+00
+78.28000E-03,+1.22500002E+00,+1.93750000E+00,+2.09949994E+00
+78.30000E-03,+725.00002E-03,+1.87500000E+00,+1.75574994E+00
+78.32000E-03,+1.47500002E+00,+1.46875000E+00,+1.22449994E+00
+78.34000E-03,+2.44375002E+00,+1.28125000E+00,+1.34949994E+00
+78.36000E-03,+2.16250002E+00,+1.59375000E+00,+1.91199994E+00
+78.38000E-03,+1.10000002E+00,+1.96875000E+00,+2.06824994E+00
+78.40000E-03,+756.25002E-03,+1.84375000E+00,+1.59949994E+00
+78.42000E-03,+1.69375002E+00,+1.40625000E+00,+1.19324994E+00
+78.44000E-03,+2.47500002E+00,+1.28125000E+00,+1.44324994E+00
+78.46000E-03,+1.97500002E+00,+1.68750000E+00,+1.97449994E+00
+78.48000E-03,+975.00002E-03,+2.00000000E+00,+2.03699994E+00
+78.50000E-03,+850.00002E-03,+1.78125000E+00,+1.50574994E+00
+78.52000E-03,+1.88125002E+00,+1.37500000E+00,+1.19324994E+00
+78.54000E-03,+2.50625002E+00,+1.37500000E+00,+1.53699994E+00
+78.56000E-03,+1.85000002E+00,+1.71875000E+00,+2.09949994E+00
+78.58000E-03,+850.00002E-03,+1.96875000E+00,+1.97449994E+00
+78.60000E-03,+1.00625002E+00,+1.68750000E+00,+1.41199994E+00
+78.62000E-03,+2.10000002E+00,+1.31250000E+00,+1.25574994E+00
+78.64000E-03,+2.41250002E+00,+1.40625000E+00,+1.63074994E+00
+78.66000E-03,+1.53750002E+00,+1.84375000E+00,+2.09949994E+00
+78.68000E-03,+725.00002E-03,+1.96875000E+00,+1.88074994E+00
+78.70000E-03,+1.19375002E+00,+1.59375000E+00,+1.28699994E+00
+78.72000E-03,+2.28750002E+00,+1.25000000E+00,+1.25574994E+00
+78.74000E-03,+2.35000002E+00,+1.50000000E+00,+1.75574994E+00
+78.76000E-03,+1.35000002E+00,+1.93750000E+00,+2.06824994E+00
+78.78000E-03,+725.00002E-03,+1.90625000E+00,+1.75574994E+00
+78.80000E-03,+1.44375002E+00,+1.50000000E+00,+1.25574994E+00
+78.82000E-03,+2.38125002E+00,+1.28125000E+00,+1.34949994E+00
+78.84000E-03,+2.16250002E+00,+1.59375000E+00,+1.91199994E+00
+78.86000E-03,+1.13125002E+00,+1.93750000E+00,+2.06824994E+00
+78.88000E-03,+756.25002E-03,+1.84375000E+00,+1.63074994E+00
+78.90000E-03,+1.72500002E+00,+1.40625000E+00,+1.19324994E+00
+78.92000E-03,+2.50625002E+00,+1.31250000E+00,+1.44324994E+00
+78.94000E-03,+1.94375002E+00,+1.68750000E+00,+2.00574994E+00
+78.96000E-03,+912.50002E-03,+1.96875000E+00,+2.00574994E+00
+78.98000E-03,+912.50002E-03,+1.71875000E+00,+1.47449994E+00
+79.00000E-03,+1.94375002E+00,+1.37500000E+00,+1.19324994E+00
+79.02000E-03,+2.47500002E+00,+1.34375000E+00,+1.56824994E+00
+79.04000E-03,+1.69375002E+00,+1.78125000E+00,+2.09949994E+00
+79.06000E-03,+756.25002E-03,+1.96875000E+00,+1.91199994E+00
+79.08000E-03,+1.13125002E+00,+1.62500000E+00,+1.31824994E+00
+79.10000E-03,+2.22500002E+00,+1.31250000E+00,+1.19324994E+00
+79.12000E-03,+2.41250002E+00,+1.46875000E+00,+1.72449994E+00
+79.14000E-03,+1.41250002E+00,+1.90625000E+00,+2.09949994E+00
+79.16000E-03,+693.75002E-03,+1.93750000E+00,+1.75574994E+00
+79.18000E-03,+1.38125002E+00,+1.53125000E+00,+1.22449994E+00
+79.20000E-03,+2.41250002E+00,+1.25000000E+00,+1.31824994E+00
+79.22000E-03,+2.19375002E+00,+1.59375000E+00,+1.88074994E+00
+79.24000E-03,+1.10000002E+00,+1.93750000E+00,+2.09949994E+00
+79.26000E-03,+756.25002E-03,+1.81250000E+00,+1.59949994E+00
+79.28000E-03,+1.72500002E+00,+1.40625000E+00,+1.22449994E+00
+79.30000E-03,+2.53750002E+00,+1.31250000E+00,+1.47449994E+00
+79.32000E-03,+1.91250002E+00,+1.68750000E+00,+2.00574994E+00
+79.34000E-03,+850.00002E-03,+1.96875000E+00,+1.97449994E+00
+79.36000E-03,+975.00002E-03,+1.75000000E+00,+1.44324994E+00
+79.38000E-03,+2.06875002E+00,+1.31250000E+00,+1.22449994E+00
+79.40000E-03,+2.44375002E+00,+1.40625000E+00,+1.63074994E+00
+79.42000E-03,+1.56875002E+00,+1.81250000E+00,+2.06824994E+00
+79.44000E-03,+693.75002E-03,+1.93750000E+00,+1.81824994E+00
+79.46000E-03,+1.25625002E+00,+1.59375000E+00,+1.31824994E+00
+79.48000E-03,+2.31875002E+00,+1.31250000E+00,+1.25574994E+00
+79.50000E-03,+2.35000002E+00,+1.50000000E+00,+1.78699994E+00
+79.52000E-03,+1.19375002E+00,+1.90625000E+00,+2.06824994E+00
+79.54000E-03,+756.25002E-03,+1.84375000E+00,+1.69324994E+00
+79.56000E-03,+1.60000002E+00,+1.46875000E+00,+1.22449994E+00
+79.58000E-03,+2.47500002E+00,+1.34375000E+00,+1.41199994E+00
+79.60000E-03,+2.03750002E+00,+1.65625000E+00,+2.00574994E+00
+79.62000E-03,+943.75002E-03,+1.96875000E+00,+2.00574994E+00
+79.64000E-03,+881.25002E-03,+1.78125000E+00,+1.47449994E+00
+79.66000E-03,+1.97500002E+00,+1.34375000E+00,+1.19324994E+00
+79.68000E-03,+2.50625002E+00,+1.40625000E+00,+1.59949994E+00
+79.70000E-03,+1.69375002E+00,+1.78125000E+00,+2.03699994E+00
+79.72000E-03,+725.00002E-03,+1.93750000E+00,+1.88074994E+00
+79.74000E-03,+1.19375002E+00,+1.62500000E+00,+1.34949994E+00
+79.76000E-03,+2.28750002E+00,+1.31250000E+00,+1.25574994E+00
+79.78000E-03,+2.35000002E+00,+1.46875000E+00,+1.75574994E+00
+79.80000E-03,+1.28750002E+00,+1.90625000E+00,+2.03699994E+00
+79.82000E-03,+693.75002E-03,+1.90625000E+00,+1.69324994E+00
+79.84000E-03,+1.53750002E+00,+1.46875000E+00,+1.25574994E+00
+79.86000E-03,+2.47500002E+00,+1.31250000E+00,+1.41199994E+00
+79.88000E-03,+2.03750002E+00,+1.62500000E+00,+1.94324994E+00
+79.90000E-03,+975.00002E-03,+1.96875000E+00,+1.97449994E+00
+79.92000E-03,+881.25002E-03,+1.75000000E+00,+1.50574994E+00
+79.94000E-03,+1.97500002E+00,+1.34375000E+00,+1.22449994E+00
+79.96000E-03,+2.53750002E+00,+1.40625000E+00,+1.56824994E+00
+79.98000E-03,+1.66250002E+00,+1.78125000E+00,+2.06824994E+00
+80.00000E-03,+725.00002E-03,+1.93750000E+00,+1.88074994E+00
+80.02000E-03,+1.22500002E+00,+1.59375000E+00,+1.31824994E+00
+80.04000E-03,+2.35000002E+00,+1.28125000E+00,+1.25574994E+00
+80.06000E-03,+2.31875002E+00,+1.50000000E+00,+1.78699994E+00
+80.08000E-03,+1.19375002E+00,+1.90625000E+00,+2.03699994E+00
+80.10000E-03,+756.25002E-03,+1.87500000E+00,+1.69324994E+00
+80.12000E-03,+1.63125002E+00,+1.46875000E+00,+1.25574994E+00
+80.14000E-03,+2.50625002E+00,+1.34375000E+00,+1.44324994E+00
+80.16000E-03,+1.94375002E+00,+1.65625000E+00,+1.94324994E+00
+80.18000E-03,+912.50002E-03,+1.96875000E+00,+1.97449994E+00
+80.20000E-03,+943.75002E-03,+1.71875000E+00,+1.47449994E+00
+80.22000E-03,+2.06875002E+00,+1.34375000E+00,+1.22449994E+00
+80.24000E-03,+2.47500002E+00,+1.40625000E+00,+1.66199994E+00
+80.26000E-03,+1.50625002E+00,+1.84375000E+00,+2.06824994E+00
+80.28000E-03,+693.75002E-03,+1.90625000E+00,+1.78699994E+00
+80.30000E-03,+1.31875002E+00,+1.56250000E+00,+1.25574994E+00
+80.32000E-03,+2.38125002E+00,+1.31250000E+00,+1.34949994E+00
+80.34000E-03,+2.22500002E+00,+1.56250000E+00,+1.84949994E+00
+80.36000E-03,+1.06875002E+00,+1.90625000E+00,+2.06824994E+00
+80.38000E-03,+787.50002E-03,+1.81250000E+00,+1.59949994E+00
+80.40000E-03,+1.85000002E+00,+1.40625000E+00,+1.22449994E+00
+80.42000E-03,+2.50625002E+00,+1.37500000E+00,+1.53699994E+00
+80.44000E-03,+1.78750002E+00,+1.75000000E+00,+2.00574994E+00
+80.46000E-03,+787.50002E-03,+1.93750000E+00,+1.94324994E+00
+80.48000E-03,+1.06875002E+00,+1.62500000E+00,+1.34949994E+00
+80.50000E-03,+2.25625002E+00,+1.31250000E+00,+1.28699994E+00
+80.52000E-03,+2.31875002E+00,+1.50000000E+00,+1.75574994E+00
+80.54000E-03,+1.25625002E+00,+1.90625000E+00,+2.06824994E+00
+80.56000E-03,+756.25002E-03,+1.87500000E+00,+1.72449994E+00
+80.58000E-03,+1.60000002E+00,+1.46875000E+00,+1.25574994E+00
+80.60000E-03,+2.47500002E+00,+1.34375000E+00,+1.44324994E+00
+80.62000E-03,+1.97500002E+00,+1.65625000E+00,+1.94324994E+00
+80.64000E-03,+881.25002E-03,+1.93750000E+00,+2.00574994E+00
+80.66000E-03,+943.75002E-03,+1.75000000E+00,+1.44324994E+00
+80.68000E-03,+2.06875002E+00,+1.34375000E+00,+1.25574994E+00
+80.70000E-03,+2.44375002E+00,+1.43750000E+00,+1.69324994E+00
+80.72000E-03,+1.44375002E+00,+1.87500000E+00,+2.03699994E+00
+80.74000E-03,+662.50002E-03,+1.90625000E+00,+1.75574994E+00
+80.76000E-03,+1.38125002E+00,+1.56250000E+00,+1.31824994E+00
+80.78000E-03,+2.41250002E+00,+1.31250000E+00,+1.31824994E+00
+80.80000E-03,+2.13125002E+00,+1.59375000E+00,+1.91199994E+00
+80.82000E-03,+975.00002E-03,+1.96875000E+00,+1.97449994E+00
+80.84000E-03,+850.00002E-03,+1.75000000E+00,+1.53699994E+00
+80.86000E-03,+1.94375002E+00,+1.37500000E+00,+1.22449994E+00
+80.88000E-03,+2.47500002E+00,+1.40625000E+00,+1.59949994E+00
+80.90000E-03,+1.60000002E+00,+1.78125000E+00,+2.03699994E+00
+80.92000E-03,+725.00002E-03,+1.93750000E+00,+1.84949994E+00
+80.94000E-03,+1.28750002E+00,+1.59375000E+00,+1.34949994E+00
+80.96000E-03,+2.31875002E+00,+1.31250000E+00,+1.31824994E+00
+80.98000E-03,+2.22500002E+00,+1.56250000E+00,+1.84949994E+00
+81.00000E-03,+1.06875002E+00,+1.90625000E+00,+2.03699994E+00
+81.02000E-03,+787.50002E-03,+1.81250000E+00,+1.59949994E+00
+81.04000E-03,+1.81875002E+00,+1.43750000E+00,+1.22449994E+00
+81.06000E-03,+2.50625002E+00,+1.37500000E+00,+1.53699994E+00
+81.08000E-03,+1.72500002E+00,+1.78125000E+00,+2.03699994E+00
+81.10000E-03,+756.25002E-03,+1.90625000E+00,+1.84949994E+00
+81.12000E-03,+1.16250002E+00,+1.62500000E+00,+1.38074994E+00
+81.14000E-03,+2.28750002E+00,+1.31250000E+00,+1.28699994E+00
+81.16000E-03,+2.31875002E+00,+1.53125000E+00,+1.81824994E+00
+81.18000E-03,+1.19375002E+00,+1.90625000E+00,+2.03699994E+00
+81.20000E-03,+787.50002E-03,+1.81250000E+00,+1.59949994E+00
+81.22000E-03,+1.75625002E+00,+1.43750000E+00,+1.25574994E+00
+81.24000E-03,+2.47500002E+00,+1.37500000E+00,+1.50574994E+00
+81.26000E-03,+1.75625002E+00,+1.75000000E+00,+2.00574994E+00
+81.28000E-03,+756.25002E-03,+1.90625000E+00,+1.88074994E+00
+81.30000E-03,+1.16250002E+00,+1.65625000E+00,+1.38074994E+00
+81.32000E-03,+2.25625002E+00,+1.31250000E+00,+1.28699994E+00
+81.34000E-03,+2.31875002E+00,+1.56250000E+00,+1.78699994E+00
+81.36000E-03,+1.16250002E+00,+1.87500000E+00,+2.00574994E+00
+81.38000E-03,+756.25002E-03,+1.81250000E+00,+1.63074994E+00
+81.40000E-03,+1.72500002E+00,+1.46875000E+00,+1.25574994E+00
+81.42000E-03,+2.50625002E+00,+1.40625000E+00,+1.50574994E+00
+81.44000E-03,+1.78750002E+00,+1.71875000E+00,+1.97449994E+00
+81.46000E-03,+787.50002E-03,+1.93750000E+00,+1.94324994E+00
+81.48000E-03,+1.13125002E+00,+1.65625000E+00,+1.41199994E+00
+81.50000E-03,+2.22500002E+00,+1.37500000E+00,+1.28699994E+00
+81.52000E-03,+2.31875002E+00,+1.53125000E+00,+1.78699994E+00
+81.54000E-03,+1.16250002E+00,+1.87500000E+00,+2.06824994E+00
+81.56000E-03,+756.25002E-03,+1.84375000E+00,+1.66199994E+00
+81.58000E-03,+1.75625002E+00,+1.43750000E+00,+1.22449994E+00
+81.60000E-03,+2.50625002E+00,+1.34375000E+00,+1.53699994E+00
+81.62000E-03,+1.78750002E+00,+1.71875000E+00,+2.00574994E+00
+81.64000E-03,+756.25002E-03,+1.90625000E+00,+1.88074994E+00
+81.66000E-03,+1.19375002E+00,+1.62500000E+00,+1.38074994E+00
